player,team,year_signed,years,contract_type,total_value,apy,guaranteed,fully_guaranteed,apy_pct_cap,unknown,inflated_value,inflated_apy,inflated_guaranteed,player_key,contract_id,pff_player_id,player_game_count,grades_offense,grades_pass_route,yprr,targets,receptions,yards,touchdowns,drop_rate,contested_catch_rate,avg_depth_of_target,slot_rate,wide_rate,yards_after_catch_per_reception,yards_per_reception,caught_percent,avoided_tackles,routes,first_downs,pass_plays,seasons_found,games_n1,injury_flag
Kavontae Turpin,Cowboys,2025,3.0,,13500000.0,4500000.0,5000000.0,,0.016,,14563754,4854585,5393983,kavontae turpin,405,47658,16.3,68.33,68.19,1.697,34.4,22.399999999999995,291.8,2.0999999999999996,12.84,40.03,9.09,77.92,19.229999999999997,6.34,12.129999999999999,68.77,3.3,153.79999999999998,13.499999999999998,162.89999999999998,3,17.0,0
Cecil Shorts,Texans,2016,1.0,,2500000.0,2500000.0,0.0,,0.016,,4849617,4849617,0,cecil shorts,406,6266,12.4,62.16,62.24,1.272,84.3,48.300000000000004,538.2,1.8,12.149999999999999,0.0,8.51,58.76,40.620000000000005,5.17,11.17,58.08,6.0,422.7,28.1,448.99999999999994,3,12.0,0
Brandon LaFell,Bengals,2016,1.0,,2500000.0,2500000.0,1000000.0,,0.016,,4849617,4849617,1939847,brandon lafell,407,5602,15.2,62.239999999999995,60.870000000000005,1.2519999999999998,93.3,55.39999999999999,700.3,3.1999999999999997,15.530000000000001,0.0,12.459999999999999,25.22,74.61,5.549999999999999,12.74,57.97,6.7,544.0,34.0,574.9,3,13.0,0
Eli Rogers,Steelers,2019,1.0,,3030000.0,3030000.0,500000.0,,0.016,,4849288,4849288,800213,eli rogers,408,9878,7.9,59.78,60.63,0.968,28.299999999999997,20.2,175.3,0.6000000000000001,4.91,83.32,5.88,88.72,10.45,3.71,7.609999999999999,79.64999999999999,1.4,179.1,9.0,191.29999999999998,3,3.0,1
Reggie Wayne,Patriots,2015,1.0,,2300000.0,2300000.0,450000.0,,0.016,,4835008,4835008,945980,reggie wayne,409,800,12.899999999999999,61.32000000000001,60.42,1.326,86.1,50.4,625.5,1.7999999999999998,10.17,0.0,9.18,57.84,31.83,3.9,11.28,53.91,3.0,464.4,33.0,493.79999999999995,2,18.0,0
Miles Austin,Eagles,2015,1.0,,2300000.0,2300000.0,1000000.0,,0.016,,4835008,4835008,2102178,miles austin,410,3211,10.5,62.730000000000004,61.2,1.311,53.99999999999999,35.4,414.0,1.2,8.01,0.0,7.95,33.03,56.16,3.87,10.32,57.72,0.6,285.0,25.2,301.5,2,12.0,0
Ashton Dulin,Colts,2023,2.0,,7200000.0,3600000.0,3500000.0,,0.016,,9646975,4823488,4689502,ashton dulin,412,91479,13.5,66.64999999999999,66.32,1.636,19.1,13.200000000000001,181.4,1.2,3.99,60.0,13.09,37.629999999999995,60.46000000000001,3.58,14.04,68.73,0.9999999999999999,110.89999999999999,10.099999999999998,120.69999999999999,3,12.0,0
Jakeem Grant,Browns,2022,3.0,,10000000.0,3333333.0,3035000.0,,0.016,,14466859,4822286,4390692,jakeem grant,413,10820,13.0,65.69999999999999,64.58,1.47,29.099999999999998,19.299999999999997,207.5,1.5,13.19,23.75,7.1499999999999995,45.4,47.209999999999994,7.66,11.18,65.34,6.1,139.3,11.700000000000001,147.6,3,13.0,0
Demaryius Thomas,Jets,2019,1.0,,3000000.0,3000000.0,0.0,,0.016,,4801275,4801275,0,demaryius thomas,415,5547,15.4,73.17,72.53999999999999,1.601,107.1,69.3,799.2,5.0,10.32,53.29,10.649999999999999,27.39,72.19,4.24,11.52,65.36,6.299999999999999,494.0999999999999,43.099999999999994,531.2,3,15.0,0
Demaryius Thomas,Patriots,2019,1.0,,3000000.0,3000000.0,150000.0,,0.016,,4801275,4801275,240064,demaryius thomas,416,5547,15.4,73.17,72.53999999999999,1.601,107.1,69.3,799.2,5.0,10.32,53.29,10.649999999999999,27.39,72.19,4.24,11.52,65.36,6.299999999999999,494.0999999999999,43.099999999999994,531.2,3,15.0,0
Demaryius Thomas,Patriots,2019,1.0,,3000000.0,3000000.0,0.0,,0.016,,4801275,4801275,0,demaryius thomas,417,5547,15.4,73.17,72.53999999999999,1.601,107.1,69.3,799.2,5.0,10.32,53.29,10.649999999999999,27.39,72.19,4.24,11.52,65.36,6.299999999999999,494.0999999999999,43.099999999999994,531.2,3,15.0,0
Torrey Smith,Panthers,2019,1.0,,3000000.0,3000000.0,1200000.0,,0.016,,4801275,4801275,1920510,torrey smith,418,6210,13.5,57.44,59.03999999999999,0.97,45.9,26.9,316.8,2.3999999999999995,12.360000000000001,43.32,14.35,23.66,76.30999999999999,3.1,11.66,58.8,1.7,314.29999999999995,14.299999999999999,333.79999999999995,3,11.0,1
Noah Brown,Texans,2024,1.0,,4000000.0,4000000.0,3000000.0,,0.016,,4717306,4717306,3537980,noah brown,424,11993,13.4,67.64999999999999,68.27,1.631,57.6,35.5,536.8,2.0999999999999996,11.839999999999998,33.269999999999996,11.93,38.54,61.21999999999999,5.469999999999999,15.249999999999998,61.72,3.3,337.7,23.1,369.0,3,11.0,1
K.J. Osborn,Commanders,2024,1.0,,4000000.0,4000000.0,3180000.0,,0.016,,4717306,4717306,3750258,kj osborn,425,23503,16.7,58.38999999999999,58.75,1.036,77.6,52.39999999999999,590.5,4.3,7.999999999999999,31.22,9.219999999999999,43.800000000000004,56.15,4.17,11.33,67.39,2.5,571.8,29.200000000000003,609.6,3,16.0,0
Demarcus Robinson,Rams,2024,1.0,,4000000.0,4000000.0,4000000.0,,0.016,,4717306,4717306,4717306,demarcus robinson,426,10760,15.8,66.81,66.25,1.423,54.8,35.3,435.1,3.5999999999999996,3.06,69.74,12.61,17.99,81.9,3.21,12.78,64.46,4.299999999999999,324.70000000000005,22.6,342.29999999999995,3,14.0,0
K.J. Osborn,Patriots,2024,1.0,,4000000.0,4000000.0,3180000.0,,0.016,,4717306,4717306,3750258,kj osborn,427,23503,16.7,58.38999999999999,58.75,1.036,77.6,52.39999999999999,590.5,4.3,7.999999999999999,31.22,9.219999999999999,43.800000000000004,56.15,4.17,11.33,67.39,2.5,571.8,29.200000000000003,609.6,3,16.0,0
Braxton Berrios,Dolphins,2023,1.0,,3500000.0,3500000.0,3000000.0,,0.016,,4689502,4689502,4019573,braxton berrios,430,47961,15.899999999999999,67.11999999999999,65.59,1.191,41.89999999999999,28.299999999999997,255.7,0.9,7.61,66.68,6.26,65.82,31.68,5.459999999999999,8.74,64.85000000000001,1.6,205.39999999999998,13.299999999999999,217.3,3,16.0,0
Kamar Aiken,Colts,2017,1.0,,2600000.0,2600000.0,1500000.0,,0.016,,4689341,4689341,2705389,kamar aiken,431,6671,16.099999999999998,66.83,65.13,1.15,67.39999999999999,42.5,509.0,2.5,6.14,30.0,12.25,52.67,46.58,3.21,11.68,63.82999999999999,3.6999999999999997,430.3,28.299999999999997,459.99999999999994,3,16.0,0
Jaron Brown,Seahawks,2018,2.0,,5500000.0,2750000.0,2750000.0,,0.016,,9348758,4674379,4674379,jaron brown,432,8128,13.099999999999998,61.74,59.779999999999994,1.142,47.699999999999996,23.099999999999998,358.3,2.8,3.29,34.68,15.29,26.49,71.88,3.6399999999999997,15.67,48.49,0.4,366.3,16.2,394.79999999999995,3,16.0,0
Albert Wilson,Dolphins,2020,1.0,,3000000.0,3000000.0,1000000.0,,0.015,,4559031,4559031,1519677,albert wilson,437,8943,11.3,69.50999999999999,70.33,1.7399999999999998,53.4,38.0,385.9,2.0999999999999996,7.99,21.25,6.24,63.239999999999995,33.739999999999995,7.25,10.739999999999998,71.28999999999999,11.499999999999998,262.5,19.9,286.2,3,13.0,0
Andre Roberts,Texans,2021,2.0,,5500000.0,2750000.0,2500000.0,,0.015,,9077260,4538630,4126027,andre roberts,438,5612,9.1,56.36,56.55,0.7290000000000001,6.8999999999999995,4.3,34.3,0.1,21.17,0.0,11.32,24.15,75.85000000000001,1.64,7.8999999999999995,66.42999999999999,0.30000000000000004,48.6,1.9,51.699999999999996,3,7.0,1
Mack Hollins,Patriots,2025,2.0,,8400000.0,4200000.0,3500000.0,,0.015,,9061891,4530946,3775788,mack hollins,439,11873,17.6,62.720000000000006,63.85999999999999,1.2119999999999997,50.9,32.699999999999996,433.5,3.9999999999999996,2.2800000000000002,56.98,14.09,28.060000000000002,68.44,3.1499999999999995,13.419999999999998,64.27,1.1,385.4,23.5,412.0,3,20.0,0
Miles Austin,Browns,2014,1.0,,2000000.0,2000000.0,300000.0,,0.015,,4529323,4529323,679398,miles austin,440,3211,6.6,35.1,32.52,0.44999999999999996,27.599999999999998,14.399999999999999,146.4,0.0,6.659999999999999,0.0,4.74,35.82,24.0,2.6999999999999997,6.119999999999999,31.32,0.0,194.4,8.4,207.0,1,11.0,1
Olamide Zaccheaus,Falcons,2026,1.0,,4500000.0,4500000.0,2300000.0,,0.015,,4500000,4500000,2300000,olamide zaccheaus,442,44920,18.599999999999998,59.290000000000006,59.87,1.0370000000000001,63.699999999999996,41.3,380.19999999999993,2.9,11.6,62.62,7.64,53.28,46.459999999999994,4.57,9.52,64.17,5.1,361.9,19.3,387.8,3,18.0,0
Geronimo Allison,Packers,2019,1.0,,2800000.0,2800000.0,750000.0,,0.015,,4481190,4481190,1200319,geronimo allison,443,11141,8.8,58.76,59.71,1.484,31.1,20.599999999999998,284.4,1.4,12.24,58.02,11.650000000000002,23.529999999999998,76.33,5.4399999999999995,13.989999999999998,66.85000000000001,0.9999999999999999,201.60000000000002,11.399999999999999,214.2,3,5.0,1
Nelson Agholor,Ravens,2024,1.0,,3750000.0,3750000.0,3750000.0,,0.015,,4422475,4422475,4422475,nelson agholor,444,9453,17.8,60.36,60.50999999999999,1.138,52.300000000000004,35.9,416.9,3.9000000000000004,9.38,40.6,10.93,53.05,45.07,4.43,11.64,68.69,3.8999999999999995,369.9,18.6,392.69999999999993,3,19.0,0
Ted Ginn,Panthers,2015,2.0,,4200000.0,2100000.0,1700000.0,,0.015,,8829146,4414573,3573702,ted ginn,446,3625,15.299999999999999,62.78999999999999,61.019999999999996,1.4369999999999998,36.0,20.4,312.0,1.5,12.66,0.0,14.489999999999998,17.13,72.66,4.14,13.11,49.91999999999999,2.7,187.2,13.5,197.7,2,17.0,0
Nelson Agholor,Ravens,2023,1.0,,3250000.0,3250000.0,3250000.0,,0.014,,4354537,4354537,4354537,nelson agholor,448,9453,15.999999999999998,60.66,61.08,1.269,56.5,34.8,454.1,2.8999999999999995,9.2,38.629999999999995,13.27,24.240000000000002,75.41999999999999,4.279999999999999,12.760000000000002,61.739999999999995,4.0,355.9,18.099999999999998,376.6,3,16.0,0
Jarvis Landry,Saints,2022,1.0,,3000000.0,3000000.0,3000000.0,,0.014,,4340058,4340058,4340058,jarvis landry,449,8698,13.899999999999999,73.03999999999999,73.34,1.8840000000000001,94.6,64.7,744.9999999999999,3.3000000000000003,4.800000000000001,64.1,8.46,59.089999999999996,38.5,4.99,11.4,67.97,9.0,390.3,38.5,418.8,3,12.0,0
Sterling Shepard,Giants,2022,2.0,,3000000.0,3000000.0,2000000.0,,0.014,,4340058,4340058,2893372,sterling shepard,450,10674,8.8,70.22,70.86,1.6749999999999998,66.5,47.1,474.0,1.8,8.69,63.96999999999999,8.34,58.080000000000005,41.59,3.2299999999999995,10.1,70.11,5.2,282.6,25.4,301.8,3,7.0,1
Josh Reynolds,Lions,2022,2.0,,6000000.0,3000000.0,2700000.0,,0.014,,8680115,4340058,3906052,josh reynolds,451,11872,14.199999999999998,65.78,66.47,1.359,55.8,36.0,475.1,1.9,6.33,34.05,13.02,22.61,77.23,4.31,13.489999999999998,63.550000000000004,6.7,355.79999999999995,24.299999999999997,373.1,3,12.0,0
Tre'Quan Smith,Saints,2022,2.0,,6000000.0,3000000.0,2000000.0,,0.014,,8680115,4340058,2893372,trequan smith,452,48228,12.3,62.519999999999996,61.769999999999996,1.212,47.9,32.099999999999994,409.5,4.1,5.2700000000000005,39.419999999999995,10.089999999999998,53.81,45.089999999999996,4.05,12.700000000000001,67.07,5.5,336.49999999999994,19.999999999999996,359.4,3,11.0,1
Randall Cobb,Packers,2022,1.0,,3000000.0,3000000.0,0.0,,0.014,,4340058,4340058,0,randall cobb,453,6216,12.3,70.52999999999999,71.89,1.488,45.4,33.7,440.09999999999997,4.2,2.1900000000000004,55.769999999999996,9.45,78.0,19.9,4.99,13.03,74.30999999999999,2.5,292.29999999999995,22.0,308.5,3,13.0,0
Kalif Raymond,Lions,2025,1.0,,4000000.0,4000000.0,3330000.0,,0.014,,4315186,4315186,3592393,kalif raymond,456,11028,14.599999999999998,72.49,72.49,1.7959999999999998,33.5,27.2,359.5,1.5,0.84,34.29,7.84,45.1,54.129999999999995,7.17,13.07,81.98,2.3,195.39999999999998,15.6,203.49999999999997,3,13.0,0
Demarcus Robinson,49ers,2025,2.0,,8000000.0,4000000.0,6000000.0,,0.014,,8630372,4315186,6472779,demarcus robinson,457,10760,17.400000000000002,66.54,67.08000000000001,1.2319999999999998,62.7,34.7,536.4,5.7,4.15,60.15,15.339999999999998,30.78,69.22,2.79,15.62,56.150000000000006,2.3,466.5,27.9,491.70000000000005,3,19.0,0
Tyler Lockett,Titans,2025,1.0,,4000000.0,4000000.0,3490000.0,,0.014,,4315186,4315186,3765000,tyler lockett,458,9502,17.0,70.34,70.40999999999998,1.332,88.8,62.099999999999994,735.4000000000001,3.6,5.24,42.21,11.729999999999999,32.25,67.44999999999999,2.77,11.899999999999999,69.94,2.3,550.5999999999999,41.0,592.9,3,17.0,0
Marquez Valdes-Scantling,Seahawks,2025,1.0,,4000000.0,4000000.0,3000000.0,,0.014,,4315186,4315186,3236390,marquez valdes scantling,459,47809,16.4,59.13000000000001,58.91,1.2119999999999997,48.9,25.0,460.4,3.4,11.91,22.869999999999997,18.37,26.71,73.24000000000001,5.83,19.2,50.15,1.9,409.0,18.0,439.59999999999997,3,14.0,0
Jarius Wright,Panthers,2018,3.0,,7500000.0,2500000.0,2000000.0,,0.014,,12748307,4249436,3399549,jarius wright,461,7118,14.899999999999999,68.53999999999999,68.63000000000001,1.259,28.6,21.2,248.2,1.5,3.2800000000000002,49.98,7.92,73.43999999999998,24.099999999999998,4.38,10.739999999999998,74.80999999999999,1.1,184.5,14.799999999999999,195.8,3,18.0,0
Cody Latimer,Giants,2018,1.0,,2500000.0,2500000.0,2475000.0,,0.014,,4249436,4249436,4206941,cody latimer,463,8691,11.299999999999999,66.28,64.21,1.014,21.799999999999997,14.700000000000001,204.0,1.3,4.82,34.98,12.28,47.22,52.09,3.15,12.909999999999998,65.80000000000001,1.0999999999999999,186.4,11.4,198.6,3,11.0,1
T.Y. Hilton,Cowboys,2022,1.0,,2900000.0,2900000.0,600000.0,,0.014,,4195389,4195389,868012,ty hilton,464,7092,11.8,72.34,71.68,1.5739999999999998,58.0,35.699999999999996,486.9,3.8,2.8000000000000003,40.63999999999999,13.129999999999999,20.16,79.84,3.3100000000000005,13.86,61.98,2.7,303.0,24.299999999999997,323.8,3,10.0,1
Phillip Dorsett,Patriots,2019,1.0,,2600000.0,2600000.0,500000.0,,0.014,,4161105,4161105,800213,phillip dorsett,465,9462,18.0,62.589999999999996,61.699999999999996,1.136,41.6,29.7,342.0,3.2,6.1499999999999995,50.87,14.28,23.96,75.46,3.76,12.639999999999999,71.29,4.1,302.7,18.2,322.5,3,19.0,0
Zay Jones,Raiders,2021,1.0,,2500000.0,2500000.0,0.0,,0.014,,4126027,4126027,0,zay jones,466,11792,15.7,60.06999999999999,56.82999999999999,0.87,34.8,22.1,222.39999999999998,1.3,8.01,32.86,9.32,30.659999999999997,68.63,4.04,10.16,66.5,1.9,262.1,9.8,280.9,3,16.0,0
Breshad Perriman,Lions,2021,1.0,,2500000.0,2500000.0,2000000.0,,0.014,,4126027,4126027,3300822,breshad perriman,467,9459,12.399999999999999,67.09,67.14999999999999,1.502,55.6,30.4,530.5,3.8,6.27,27.39,16.939999999999998,25.069999999999997,74.74999999999999,4.800000000000001,17.58,55.17999999999999,1.9999999999999998,370.09999999999997,22.0,391.9,3,12.0,0
Marvin Jones,Lions,2023,1.0,,3000000.0,3000000.0,3000000.0,,0.013,,4019573,4019573,4019573,marvin jones,471,7158,17.5,63.72999999999999,64.65,1.181,98.4,59.5,694.8,4.5,8.09,57.04,13.85,19.93,79.9,2.12,11.669999999999998,59.95,2.1,582.5,37.6,615.4,3,18.0,0
Randall Cobb,Jets,2023,1.0,,3000000.0,3000000.0,250000.0,,0.013,,4019573,4019573,334964,randall cobb,472,6216,12.7,70.24999999999999,71.55999999999999,1.5750000000000002,45.2,32.599999999999994,406.8,2.4000000000000004,3.62,36.849999999999994,9.969999999999999,78.63999999999999,19.73,5.21,12.559999999999999,72.11,3.1,258.7,19.4,272.0,3,13.0,0
Josh Bellamy,Jets,2019,2.0,,5000000.0,2500000.0,2750000.0,,0.013,,8002125,4001063,4401169,josh bellamy,473,7472,14.7,61.8,61.24,1.127,32.599999999999994,18.099999999999998,231.59999999999997,0.9999999999999999,10.15,34.98,13.510000000000002,37.1,58.75999999999999,3.5,12.25,55.97,1.6,198.09999999999997,11.8,214.29999999999998,3,16.0,0
Allen Hurns,Dolphins,2019,1.0,,2500000.0,2500000.0,500000.0,,0.013,,4001063,4001063,800213,allen hurns,474,8931,15.2,67.18,67.1,1.3079999999999998,46.3,29.9,405.9,2.0999999999999996,5.63,60.0,12.76,40.269999999999996,58.39,4.369999999999999,13.929999999999998,63.87,3.6999999999999997,305.7,19.3,325.7,3,17.0,0
Rashard Higgins,Browns,2021,1.0,,2377500.0,2377500.0,2377500.0,,0.013,,3923852,3923852,3923852,rashard higgins,475,10806,11.8,66.92999999999999,66.16,1.533,44.7,31.5,502.7,3.0999999999999996,10.55,36.71999999999999,13.8,26.580000000000002,73.09,2.52,15.389999999999999,62.91,0.8,278.4,22.199999999999996,294.49999999999994,3,14.0,0
Andre Holmes,Raiders,2016,1.0,,2000000.0,2000000.0,750000.0,,0.013,,3879693,3879693,1454885,andre holmes,476,6489,15.399999999999999,60.879999999999995,60.22999999999999,1.214,49.900000000000006,25.0,371.6,3.6999999999999997,19.4,0.0,15.81,34.29,64.51,3.9200000000000004,14.770000000000001,49.269999999999996,0.8999999999999999,287.4,17.400000000000002,300.0,3,16.0,0
Cameron Meredith,Saints,2019,1.0,,2400000.0,2400000.0,1500000.0,,0.013,,3841020,3841020,2400638,cameron meredith,477,10008,5.0,41.56999999999999,41.08,1.0290000000000001,15.5,12.0,157.2,1.0,1.08,10.0,7.05,52.49,16.82,2.9099999999999997,8.969999999999999,60.95,1.0,92.6,6.800000000000001,99.6,2,6.0,1
Devin Funchess,Packers,2020,1.0,,2500000.0,2500000.0,1000000.0,,0.013,,3799193,3799193,1519677,devin funchess,478,9474,6.5,69.08,68.46,1.4809999999999999,37.8,21.7,275.79999999999995,2.0,4.029999999999999,76.11,12.110000000000001,11.049999999999999,88.85,2.18,11.54,58.86,1.0,190.3,16.1,200.6,3,1.0,1
Jakeem Grant,CHI/MIA,2021,1.0,,2300000.0,2300000.0,2250000.0,,0.013,,3795945,3795945,3713425,jakeem grant,479,10820,12.4,68.22,69.02,1.45,44.2,29.4,299.8,0.8,9.299999999999999,55.83,10.750000000000002,30.759999999999998,67.72000000000001,5.209999999999999,10.100000000000001,65.57000000000001,7.699999999999999,201.8,17.2,213.39999999999998,3,14.0,0
Amari Cooper,Raiders,2025,1.0,,3500000.0,3500000.0,3500000.0,,0.013,,3775788,3775788,3775788,amari cooper,481,9437,16.7,73.31,73.58,1.7149999999999999,104.69999999999999,60.599999999999994,861.5,4.8,10.849999999999998,60.370000000000005,12.94,20.79,79.11,3.17,13.729999999999999,57.489999999999995,4.6,484.59999999999997,37.3,519.5999999999999,3,17.0,0
Cam Sims,Commanders,2022,1.0,,2590000.0,2590000.0,2000000.0,,0.012,,3746916,3746916,2893372,cam sims,482,47908,13.5,62.14,62.169999999999995,1.204,32.099999999999994,20.9,303.59999999999997,1.5,10.5,65.14,12.92,20.22,79.69,4.54,14.28,64.33,2.6999999999999997,239.49999999999997,13.6,252.6,3,14.0,0
John Ross,Giants,2021,1.0,,2250000.0,2250000.0,1000000.0,,0.012,,3713425,3713425,1650411,john ross,483,11764,4.8999999999999995,52.79,54.14,0.81,26.2,11.7,182.99999999999997,1.6,8.5,13.739999999999998,13.959999999999999,31.28,68.47,3.64,11.530000000000001,36.25,2.7,150.8,8.5,159.7,3,2.0,1
Andre Roberts,Bills,2019,2.0,,4600000.0,2300000.0,3000000.0,,0.012,,7361955,3680978,4801275,andre roberts,486,5612,11.899999999999999,59.7,57.67999999999999,0.6739999999999999,14.2,7.7,69.8,0.7,10.69,10.0,9.42,33.010000000000005,66.94,3.5500000000000003,9.68,48.949999999999996,1.7999999999999998,95.8,3.5999999999999996,97.5,3,13.0,0
Marcus Easley,Bills,2015,4.0,,7000000.0,1750000.0,2200000.0,,0.012,,14715243,3678811,4624791,marcus easley,487,5631,2.1,14.13,14.01,0.108,1.5,0.6,3.9,0.0,9.989999999999998,0.0,2.4,9.719999999999999,20.279999999999998,0.0,1.95,12.0,0.0,10.799999999999999,0.0,11.1,1,,0
Chris Conley,Jaguars,2019,2.0,,4595000.0,2297500.0,1000000.0,,0.012,,7353953,3676977,1600425,chris conley,488,9509,14.0,57.779999999999994,55.33,0.7739999999999999,41.599999999999994,27.1,307.8,3.0,8.709999999999999,43.309999999999995,10.99,35.15,62.55,4.129999999999999,12.2,65.8,3.1,440.4,16.2,477.09999999999997,3,18.0,0
Rashid Shaheed,NO/SEA,2024,2.0,,6185000.0,3092500.0,1000000.0,,0.012,,7294135,3647067,1179327,rashid shaheed,489,63707,12.6,65.67,65.22,1.782,52.8,36.0,577.8,3.6,2.52,33.36,12.24,36.03,53.4,3.9,14.579999999999998,63.599999999999994,2.4,314.99999999999994,21.599999999999998,325.49999999999994,2,15.0,0
Andre Johnson,Titans,2016,2.0,,3735000.0,1867500.0,0.0,,0.012,,7245327,3622664,0,andre johnson,491,1319,15.7,71.25,69.65,1.4569999999999999,105.5,60.99999999999999,723.3000000000001,3.8,11.399999999999999,0.0,10.56,41.78,57.14,4.13,11.969999999999999,56.61999999999999,3.8,485.09999999999997,40.199999999999996,512.6,3,16.0,0
Kalif Raymond,Lions,2022,2.0,,5000000.0,2500000.0,2850000.0,,0.012,,7233429,3616715,4123055,kalif raymond,492,11028,15.1,60.089999999999996,60.449999999999996,1.5490000000000002,48.099999999999994,32.5,423.2,2.6,11.04,19.32,13.610000000000001,38.84,60.919999999999995,4.72,15.59,65.74,2.4,324.1,19.6,344.0,3,16.0,0
Victor Cruz,Bears,2017,1.0,,2000000.0,2000000.0,500000.0,,0.012,,3607186,3607186,901796,victor cruz,493,5827,10.2,42.78,42.16,0.917,46.6,27.5,403.29999999999995,0.7,8.43,40.02,8.12,12.45,57.190000000000005,3.7800000000000002,10.29,41.27,3.7,316.5,16.9,334.90000000000003,2,16.0,0
Aldrick Robinson,49ers,2017,2.0,,4000000.0,2000000.0,500000.0,,0.012,,7214371,3607186,901796,aldrick robinson,494,6330,11.9,49.17,47.93,1.214,20.7,12.1,194.39999999999998,1.2,5.46,30.0,9.8,13.67,55.97,3.1599999999999997,10.319999999999999,38.60999999999999,0.6,100.6,8.4,105.99999999999999,2,19.0,0
Kendall Wright,Bears,2017,1.0,,2000000.0,2000000.0,1000000.0,,0.012,,3607186,3607186,1803593,kendall wright,495,7026,11.0,71.22,70.69,1.7200000000000002,50.9,33.9,443.5,3.3,6.38,60.0,11.17,79.92999999999999,19.770000000000003,4.47,13.22,67.35,4.2,260.9,20.5,279.4,3,11.0,1
Cedrick Wilson Jr.,Cowboys,2021,1.0,,2183000.0,2183000.0,0.0,,0.012,,3602847,3602847,0,cedrick wilson,496,48170,10.5,53.489999999999995,54.029999999999994,1.104,18.599999999999998,11.7,127.19999999999999,1.2,6.3,20.01,10.169999999999998,48.629999999999995,41.010000000000005,4.859999999999999,9.419999999999998,56.55,0.6,102.3,6.6,109.5,2,16.0,0
Louis Murphy,Buccaneers,2014,3.0,,4750000.0,1583333.0,350000.0,,0.012,,10757143,3585714,792632,louis murphy,497,5048,8.4,27.54,26.88,0.324,7.8,3.5999999999999996,22.2,0.6,15.0,0.0,6.24,4.14,55.85999999999999,0.6,3.7199999999999998,27.720000000000002,0.0,41.4,1.2,43.199999999999996,1,14.0,0
D.J. Chark,Chargers,2024,1.0,,3000000.0,3000000.0,2065000.0,,0.012,,3537980,3537980,2435309,dj chark,500,47702,12.700000000000001,63.47,63.28999999999999,1.2289999999999999,54.39999999999999,30.7,481.0,4.1,12.450000000000001,53.60999999999999,15.6,23.56,76.44,3.3,16.21,55.21999999999999,1.5,404.9,21.099999999999998,429.79999999999995,3,15.0,0
Odell Beckham Jr.,Dolphins,2024,1.0,,3000000.0,3000000.0,3000000.0,,0.012,,3537980,3537980,3537980,odell beckham,501,8647,11.4,52.72,53.699999999999996,1.237,51.8,29.9,441.9,2.5,2.21,33.620000000000005,10.33,9.75,60.25,2.89,10.51,40.15,1.9999999999999998,251.89999999999998,21.599999999999998,271.9,2,16.0,0
